NAME,MCAP,CMP,PE,PE-TTM,EarningScore,DebtScore,CashScore,CompanyScore,G-IV,A-IV,P-IV,G-Valuation,A-Valuation,P-Valuation,G-ROI,A-ROI,P-ROI,G-Decision,A-Decision,P-Decision
TEXEL INDUSTRIES LTD,21.52,41.2,7.713261648745518,7.678853046594982,19.0,23.0,18.0,60.0,280.4012349842022,175.751974705957,121.87754588974693,UNDERVALUED,UNDERVALUED,UNDERVALUED,39.62100784973284,24.437120266031616,16.616529398524634,BUY,BUY,BUY
TEXMACO INFRASTRUCTURE & HOLDINGS LTD,888.8,69.75,136.73846153846154,136.71,19.0,30.0,18.0,67.0,-37.01845240892168,-23.098132957447472,-15.93182086509861,OVERVALUED,OVERVALUED,OVERVALUED,-3.105055212520374,-1.9120316455473556,-1.2975546770399617,DO NOT BUY,DO NOT BUY,DO NOT BUY
TEXMACO RAIL & ENGINEERING LTD,648.39,25.9,-6.089884474499859,-6.414792899408283,15.0,29.0,12.0,56.0,-89.6177133574692,-55.3245925276505,-37.670169628534914,OVERVALUED,OVERVALUED,OVERVALUED,-20.47832701844377,-12.563320469740438,-8.486628806302917,DO NOT BUY,DO NOT BUY,DO NOT BUY
TEXMO PIPES & PRODUCTS LTD,89.48,30.65,11.666232073011734,10.336549326379835,27.0,29.0,24.0,80.0,241.96414275216952,151.6510638529836,105.15703678207812,UNDERVALUED,UNDERVALUED,UNDERVALUED,45.9612501590578,28.3469982817389,19.274627545959955,BUY,BUY,BUY
TGB BANQUETS & HOTELS LTD,14.06,4.8,-1.766331658291457,-1.7668341708542712,6.0,20.0,18.0,44.0,-82.06492753901608,-51.14605397351489,-35.2287254749371,OVERVALUED,OVERVALUED,OVERVALUED,-100.15242171403808,-61.64659439455906,-41.81383945479195,DO NOT BUY,DO NOT BUY,DO NOT BUY
TGV SRAAC LTD,378.56,35.35,22.320754716981128,20.15533608490566,24.0,10.0,18.0,52.0,-384.4765242749476,-238.82892153057668,-163.84815830835953,OVERVALUED,OVERVALUED,OVERVALUED,-63.941985543251974,-39.31235168921379,-26.626648602496154,DO NOT BUY,DO NOT BUY,DO NOT BUY
THACKER & COMPANY LTD,19.91,183.0,13.923076923076927,14.07692307692308,7.0,22.0,9.0,38.0,-383.9825490069252,-238.67676979883603,-163.87198056558125,OVERVALUED,OVERVALUED,OVERVALUED,-12.327109553443622,-7.580583916687595,-5.135845384307507,DO NOT BUY,DO NOT BUY,DO NOT BUY
THAKKERS DEVELOPERS LTD,57.78,64.2,4.196078431372549,4.196078431372549,19.0,23.5,18.0,60.5,134.20020000640952,84.18317935689232,58.43394413614904,UNDERVALUED,UNDERVALUED,OVERVALUED,12.158295405460356,7.501074658186217,5.10233337119245,DO NOT BUY,DO NOT BUY,DO NOT BUY
THAKRAL SERVICES (INDIA) LTD,6.99,5.96,-4.755102040816325,-4.743673469387755,14.0,0.0,15.0,29.0,161.72145079800308,101.17816262062152,70.00990533395536,UNDERVALUED,UNDERVALUED,UNDERVALUED,158.28716343057044,97.56268720940628,66.28602755610692,BUY,BUY,BUY
THAMBBI MODERN SPINNING MILLS LTD,4.66,8.09,-2.427083333333333,-2.443854166666666,3.0,8.0,15.0,26.0,158.74520079651234,99.2031730263697,68.55037406585757,UNDERVALUED,UNDERVALUED,UNDERVALUED,114.608940695279,70.612339055794,47.95151394849784,BUY,BUY,BUY
THANGAMAYIL JEWELLERY LTD,835.96,609.3,10.265995333415203,10.251025420606656,25.0,13.0,18.0,56.0,-3996.143585692624,-2490.5950081870956,-1715.5243631342,OVERVALUED,OVERVALUED,OVERVALUED,-38.41907039325258,-23.64814761527913,-16.040257794883637,DO NOT BUY,DO NOT BUY,DO NOT BUY
THE ANUP ENGINEERING LTD,563.28,572.95,16.36015103107755,11.315887307580601,5.0,19.5,3.0,27.5,1002.9335847014404,626.5444159111577,432.7757124605132,UNDERVALUED,UNDERVALUED,OVERVALUED,10.227770318031771,6.300738441305833,4.278087162953479,DO NOT BUY,DO NOT BUY,DO NOT BUY
THE BYKE HOSPITALITY LTD,76.99,19.2,-3.948205128205128,-3.9483076923076914,27.0,27.0,18.0,72.0,-602.6119016860157,-376.0861116922474,-259.4684928423221,OVERVALUED,OVERVALUED,OVERVALUED,-183.58296732323183,-113.05514768557603,-76.72919235148233,DO NOT BUY,DO NOT BUY,DO NOT BUY
THE HI-TECH GEARS LTD,345.65,184.15,16.99360865290069,17.020747295968533,23.0,24.0,21.0,68.0,3651.4506274176456,2284.15935689288,1580.264880916112,UNDERVALUED,UNDERVALUED,UNDERVALUED,115.68630122468359,71.3015948891581,48.4408731463818,BUY,BUY,BUY
THE INVESTMENT TRUST OF INDIA LTD,512.88,99.55,-101.35968379446639,-100.33695652173911,9.0,29.0,15.0,53.0,-159.25421033556512,-99.39212103194762,-68.57455136731248,OVERVALUED,OVERVALUED,OVERVALUED,-9.356923172355739,-5.762289492973502,-3.9108427425914662,DO NOT BUY,DO NOT BUY,DO NOT BUY
THE RAMCO CEMENTS LTD,22725.64,963.4,32.79833739843265,32.75801931042445,27.0,20.5,18.0,65.5,-3669.5711975120757,-2290.277248170284,-1580.2036796341174,OVERVALUED,OVERVALUED,OVERVALUED,-22.278158637946465,-13.719726290746102,-9.311632679295897,DO NOT BUY,DO NOT BUY,DO NOT BUY
THEJO ENGINEERING LTD,693.67,1970.0,,,24.0,27.5,18.0,69.5,2394.1108216093753,1501.4995386060007,1041.9748090584549,UNDERVALUED,OVERVALUED,OVERVALUED,7.070225772090386,4.361655054591882,2.966582593702246,DO NOT BUY,DO NOT BUY,DO NOT BUY
THEMIS MEDICARE LTD,413.99,450.55,16.5596,16.580240000000003,16.0,17.0,15.0,48.0,-458.209100487961,-284.99205184985357,-195.81827716864183,OVERVALUED,OVERVALUED,OVERVALUED,-5.970744164301975,-3.672523773974009,-2.4888057507050285,DO NOT BUY,DO NOT BUY,DO NOT BUY
THERMAX LTD,17941.96,1505.75,258.4179749387872,258.5127466513035,15.0,27.0,24.0,66.0,782.473181135196,492.1193562322816,342.64246141568,OVERVALUED,OVERVALUED,OVERVALUED,3.013846345086321,1.8611399235367816,1.2674286448150027,DO NOT BUY,DO NOT BUY,DO NOT BUY
THINKINK PICTUREZ LTD,94.66,31.95,-86.05454545454546,-86.3618181818182,21.0,30.0,0.0,51.0,-93.16022619540155,-58.16036082908755,-40.14209915919205,OVERVALUED,OVERVALUED,OVERVALUED,-17.048844699836916,-10.500379194287452,-7.12753615612785,DO NOT BUY,DO NOT BUY,DO NOT BUY
THIRANI PROJECTS LTD,3.09,1.53,20.599999999999994,20.604,16.0,30.0,6.0,52.0,1.7930340326786298,1.1296668205274394,0.7881591065213945,UNDERVALUED,OVERVALUED,OVERVALUED,6.783521233313107,4.191690685679613,2.8567462454490284,DO NOT BUY,DO NOT BUY,DO NOT BUY
THIRDWAVE FINANCIAL INTERMEDIARIES LTD,8.36,37.85,33.440000000000005,33.30800000000001,10.0,28.0,12.0,50.0,700.9310461203878,438.89296895305637,303.99328884110156,UNDERVALUED,UNDERVALUED,UNDERVALUED,107.92783282206939,66.54287156100479,45.227194116327745,BUY,BUY,BUY
THIRU AROORAN SUGARS LTD,9.17,8.1,-0.11544756389273575,-0.1152335389651265,10.0,9.5,12.0,31.5,2540.4860095590884,1586.417574291066,1095.2541215826932,UNDERVALUED,UNDERVALUED,UNDERVALUED,1833.382899513391,1129.2760943463734,766.6198760436538,BUY,BUY,BUY
THIRUMALAI CHEMICALS LTD,974.73,95.2,16.215771086341707,16.217734154050905,22.0,21.0,27.0,70.0,212.167065178595,135.85535585484803,96.5693662465661,UNDERVALUED,UNDERVALUED,UNDERVALUED,12.665415255813137,7.873619858191495,5.405564749180536,DO NOT BUY,DO NOT BUY,DO NOT BUY
THOMAS COOK (INDIA) LTD,1777.89,47.0,-26.241918819188193,-25.880639606396063,9.0,28.0,21.0,58.0,-8.527709314906183,-1.9542800593319432,1.429783483651815,OVERVALUED,OVERVALUED,OVERVALUED,-1.7950157554123114,-0.9589543644432426,-0.528333810725071,DO NOT BUY,DO NOT BUY,DO NOT BUY
THOMAS SCOTT INDIA LTD,2.41,7.1,-2.4343434343434343,-2.438383838383838,6.0,24.5,12.0,42.5,-46.154102738838816,-28.787493464710362,-19.846998781515097,OVERVALUED,OVERVALUED,OVERVALUED,-38.047616053163885,-23.425820150414932,-15.894739399636917,DO NOT BUY,DO NOT BUY,DO NOT BUY
THYROCARE TECHNOLOGIES LTD,5601.78,1059.45,46.77114469399682,46.734804208065455,28.0,30.0,24.0,82.0,1272.726624968556,794.5951129502962,548.4484890704371,UNDERVALUED,OVERVALUED,OVERVALUED,7.023836907704171,4.32602954789036,2.936500846222372,DO NOT BUY,DO NOT BUY,DO NOT BUY
TIAAN CONSUMER LTD,29.13,45.1,25.7787610619469,22.4834808259587,15.0,30.0,12.0,57.0,128.1184231029579,79.99626530723656,55.222523402565216,UNDERVALUED,UNDERVALUED,UNDERVALUED,16.60745177390148,10.2290395425678,6.9437838943958115,DO NOT BUY,DO NOT BUY,DO NOT BUY
TIDE WATER OIL CO (I) LTD,1569.1,4502.7,13.81493220637436,13.875198098256732,25.0,30.0,27.0,82.0,20801.1642079174,13092.109342309768,9123.414996136977,UNDERVALUED,UNDERVALUED,UNDERVALUED,26.770866637595997,16.536236392478173,11.264802750332594,BUY,BUY,BUY
TIGER LOGISTICS (INDIA) LTD,43.19,40.85,-1.4705481784133467,-1.4743275451140625,28.0,29.0,12.0,69.0,137.77679145403062,87.09057208613514,60.99682703683395,UNDERVALUED,UNDERVALUED,UNDERVALUED,19.45087345305626,12.033641323222966,8.213332621845334,DO NOT BUY,DO NOT BUY,DO NOT BUY
TIJARIA POLYPIPES LTD,19.75,6.9,-1.7263986013986015,-1.5862762237762236,4.0,19.5,15.0,38.5,199.99731935860225,125.10745842225471,86.55344980964087,UNDERVALUED,UNDERVALUED,UNDERVALUED,169.10850115189854,104.22743670886068,70.80989082278474,BUY,BUY,BUY
TIL LTD,212.79,212.15,-3.1850022451728783,-3.175422840892082,12.0,8.0,9.0,29.0,-6502.863942229862,-4059.045016253714,-2800.9439229717505,OVERVALUED,OVERVALUED,OVERVALUED,-179.2592090125065,-110.39873297911089,-74.93155719620867,DO NOT BUY,DO NOT BUY,DO NOT BUY
TILAK VENTURES LTD,31.61,2.46,83.18421052631581,83.18684210526315,10.0,27.0,12.0,49.0,2.765400748981783,1.8061779572511993,1.3123609930932731,UNDERVALUED,OVERVALUED,OVERVALUED,6.241061107897026,3.910135489164821,2.709572358925181,DO NOT BUY,DO NOT BUY,DO NOT BUY
TILAKNAGAR INDUSTRIES LTD,571.98,41.05,1.4615188062142275,1.3111329721995093,15.0,15.5,21.0,51.5,1108.4063813137052,692.1691207928384,477.8862428922917,UNDERVALUED,UNDERVALUED,UNDERVALUED,157.8314590802973,97.21761520152583,65.99793768022646,BUY,BUY,BUY
TIME TECHNOPLAST LTD,1871.36,82.75,47.28044466902476,47.27078069732188,23.0,23.0,18.0,64.0,23.415082165536685,14.896043351978612,10.51036160971621,OVERVALUED,OVERVALUED,OVERVALUED,1.6200973579924756,1.0046844127566275,0.6877107238560761,DO NOT BUY,DO NOT BUY,DO NOT BUY
TIMES GUARANTY LTD,42.25,47.0,20.915841584158414,20.94059405940594,17.0,30.0,9.0,56.0,-837.6755443852226,-522.9107807913716,-360.86690389247894,OVERVALUED,OVERVALUED,OVERVALUED,-104.22267988236686,-64.18837573964498,-43.56836576923075,DO NOT BUY,DO NOT BUY,DO NOT BUY
TIMEX GROUP INDIA LTD,348.28,34.5,-19.811149032992038,-19.820819112627987,9.0,15.0,6.0,30.0,-54.18128580046856,-33.82319863050063,-23.342662837352368,OVERVALUED,OVERVALUED,OVERVALUED,-9.183317347300488,-5.655858892719221,-3.8390113150922023,DO NOT BUY,DO NOT BUY,DO NOT BUY
TIMKEN INDIA LTD,10470.82,1392.05,69.10064013726655,66.87866429089948,27.0,15.0,15.0,57.0,2243.1413419744986,1410.8557341288063,982.3872326275094,UNDERVALUED,UNDERVALUED,OVERVALUED,9.344984392701692,5.770926499488578,3.9300774833507535,DO NOT BUY,DO NOT BUY,DO NOT BUY
TINNA RUBBER & INFRASTRUCTURE LTD,29.72,34.7,-21.07801418439717,-21.16453900709221,11.0,13.5,9.0,33.5,966.9523227889263,604.0500356354285,417.224506391288,UNDERVALUED,UNDERVALUED,UNDERVALUED,162.8223654689602,100.3044824613055,68.1041133390814,BUY,BUY,BUY
TINNA TRADE LTD,13.13,15.33,-4.103125,-4.1199375,7.0,17.0,6.0,30.0,-1420.3827823399497,-886.357281184077,-611.4359031297317,OVERVALUED,OVERVALUED,OVERVALUED,-542.0128652379329,-333.7729998690974,-226.51728025335575,DO NOT BUY,DO NOT BUY,DO NOT BUY
TINPLATE COMPANY OF INDIA LTD,2370.25,226.45,24.146801140994295,24.153743887530563,27.0,27.0,24.0,78.0,1592.0129291154476,997.8516353058957,691.971782514003,UNDERVALUED,UNDERVALUED,UNDERVALUED,40.927769727232096,25.243075212925866,17.16453946231278,BUY,BUY,BUY
TIPS INDUSTRIES LTD,879.92,678.5,34.425665101721435,37.959898278560246,24.0,22.0,21.0,67.0,1655.6823408775172,1037.496151402459,719.248055128418,UNDERVALUED,UNDERVALUED,UNDERVALUED,14.209935718684653,8.763486240226383,5.9582459605702764,DO NOT BUY,DO NOT BUY,DO NOT BUY
TIRUPATI FOAM LTD,25.56,58.0,21.66101694915254,21.6271186440678,23.0,12.0,18.0,53.0,139.85824154854558,87.56848236850833,60.6492198599007,UNDERVALUED,UNDERVALUED,UNDERVALUED,14.054326545701397,8.665022557218377,5.889215549809316,DO NOT BUY,DO NOT BUY,DO NOT BUY
TIRUPATI FORGE LTD,30.74,27.45,-3073.9999999999973,-2644.349999999998,11.0,19.5,9.0,39.5,-18.21875750045513,-11.04063630455912,-7.345271632374998,OVERVALUED,OVERVALUED,OVERVALUED,-4.005090555160212,-2.4418980257807403,-1.6367623744510391,DO NOT BUY,DO NOT BUY,DO NOT BUY
TIRUPATI SARJAN LTD,17.59,5.33,-146.58333333333314,-146.5749999999998,16.0,17.5,15.0,48.5,238.55102559454772,149.40237864782617,103.5078121576029,UNDERVALUED,UNDERVALUED,UNDERVALUED,260.78097226616677,160.7967253233371,109.29898574740614,BUY,BUY,BUY
TIRUPATI STARCH & CHEMICALS LTD,33.25,47.5,-46.83098591549299,-40.80985915492961,14.0,18.0,12.0,44.0,271.41171667971435,169.591353214626,117.17326722954142,UNDERVALUED,UNDERVALUED,UNDERVALUED,33.377668827124005,20.563658599624038,13.963693287124038,BUY,BUY,BUY
TIRUPATI TYRES LTD,0.99,2.88,-1.3943661971830985,-1.379154929577465,13.0,30.0,12.0,55.0,22.86748017425896,14.29313377719887,9.878979167928584,UNDERVALUED,UNDERVALUED,UNDERVALUED,46.366037721275255,28.568801294191914,19.402182804608582,BUY,BUY,BUY
TITAANIUM TEN ENTERPRISE LTD,2.46,3.65,3.3698630136986303,3.3500000000000005,22.0,0.0,15.0,37.0,415.26999065575814,260.21940508392055,180.39789738198652,UNDERVALUED,UNDERVALUED,UNDERVALUED,662.5261331923273,408.58995490345524,277.7979593813516,BUY,BUY,BUY
TITAGARH WAGONS LTD,553.96,46.4,-6.586137201284033,-6.3734950263543775,7.0,30.0,15.0,52.0,1793.5812612246036,1120.3659802241502,773.7883872453727,UNDERVALUED,UNDERVALUED,UNDERVALUED,225.87766770369024,139.14553659673078,94.4734123653445,BUY,BUY,BUY
TITAN BIOTECH LTD,261.71,316.7,9.579428989751097,9.389714494875548,38.0,26.5,12.0,76.5,504.2403524180504,315.2031214655855,217.88496732399156,UNDERVALUED,OVERVALUED,OVERVALUED,9.296419698274091,5.728267945077568,3.890460936753705,DO NOT BUY,DO NOT BUY,DO NOT BUY
TITAN COMPANY LTD,128418.27,1446.5,146.42904218928166,146.43132269099203,33.0,29.0,21.0,83.0,3098.574676139022,1935.6010753496485,1336.8912679007412,UNDERVALUED,UNDERVALUED,OVERVALUED,12.516914667063324,7.710785357239035,5.2353474444336126,DO NOT BUY,DO NOT BUY,DO NOT BUY
TITAN SECURITIES LTD,26.47,10.58,27.863157894736837,27.842105263157894,24.0,30.0,12.0,66.0,-69.25505880062578,-43.2301601818384,-29.83229626613506,OVERVALUED,OVERVALUED,OVERVALUED,-38.279656882945304,-23.57525338236683,-16.00162488341754,DO NOT BUY,DO NOT BUY,DO NOT BUY
TOKYO FINANCE LTD,6.38,9.15,-2.140939597315436,-2.1493288590604025,6.0,19.0,9.0,34.0,403.0640640756051,251.6564612344936,173.7103954925249,UNDERVALUED,UNDERVALUED,UNDERVALUED,257.54155989684557,158.62463141653612,107.67662332239418,BUY,BUY,BUY
TOKYO PLAST INTERNATIONAL LTD,72.87,76.7,1040.999999999999,1040.9285714285704,19.0,27.0,18.0,64.0,521.3543534848574,326.18854489210634,225.71534102585755,UNDERVALUED,UNDERVALUED,UNDERVALUED,39.650055668364914,24.439243472965558,16.6047848544497,BUY,BUY,BUY
TORRENT PHARMACEUTICALS LTD,44268.8,2616.05,43.1049659201558,43.09986952288219,29.0,23.5,15.0,67.5,4904.795549723271,3066.5263441461902,2120.167973360062,UNDERVALUED,UNDERVALUED,OVERVALUED,10.945135637045402,6.7445764866071,4.581042651859558,DO NOT BUY,DO NOT BUY,DO NOT BUY
TORRENT POWER LTD,19996.06,416.05,29.142403264592293,29.14138745172339,22.0,13.0,18.0,53.0,4865.00758796102,3038.222334140948,2097.776010318332,UNDERVALUED,UNDERVALUED,UNDERVALUED,68.34720172579276,42.09981900868063,28.580880565422536,BUY,BUY,BUY
TOTAL TRANSPORT SYSTEMS LTD,59.01,41.25,6.829861111111111,6.827256944444444,21.0,21.0,15.0,57.0,24.570355820105153,15.392410527433505,10.667517498716139,OVERVALUED,OVERVALUED,OVERVALUED,3.46959142496505,2.1395488450050855,1.4544990646447638,DO NOT BUY,DO NOT BUY,DO NOT BUY
TOUCHWOOD ENTERTAINMENT LTD,79.77,78.35,57.80434782608694,57.91086956521738,14.0,27.0,6.0,47.0,117.88393930314353,74.4594820218216,52.10416076618276,UNDERVALUED,OVERVALUED,OVERVALUED,8.684413440653596,5.371276159192052,3.664816530631032,DO NOT BUY,DO NOT BUY,DO NOT BUY
TOURISM FINANCE CORPORATION OF INDIA LTD,454.45,56.3,6.080412095263579,6.078953706181427,27.0,12.0,21.0,60.0,1819.763347740063,1140.559419792621,790.8988147333647,UNDERVALUED,UNDERVALUED,UNDERVALUED,188.1778019057728,116.06110500158162,78.91678487311239,BUY,BUY,BUY
TOWA SOKKI LTD,3.15,6.91,-13.125000000000002,-13.244166666666667,3.0,30.0,3.0,36.0,-26.770024733782137,-16.189893733124052,-10.743142242042325,OVERVALUED,OVERVALUED,OVERVALUED,-23.426631809325396,-14.273767361111108,-9.559506423611108,DO NOT BUY,DO NOT BUY,DO NOT BUY
TOYAM INDUSTRIES LTD,28.9,1.36,-41.88405797101449,-41.8840579710145,10.0,30.0,6.0,46.0,-2.011986218584347,-1.2554262423731624,-0.8659420121434311,OVERVALUED,OVERVALUED,OVERVALUED,-8.655119976859861,-5.329684796712803,-3.6168910304930777,DO NOT BUY,DO NOT BUY,DO NOT BUY
TPL PLASTECH LTD,175.0,224.35,25.77319587628866,25.77216494845361,24.0,18.0,18.0,60.0,2602.275229891102,1625.6770034420008,1122.9150011786487,UNDERVALUED,UNDERVALUED,UNDERVALUED,67.7721396307375,41.7505460044643,28.347902159151772,BUY,BUY,BUY
TRADE-WINGS LTD,15.77,52.55,-3.6674418604651167,-3.6662790697674414,8.0,15.0,24.0,47.0,609.8482661368412,382.1644017836299,264.9505953020308,UNDERVALUED,UNDERVALUED,UNDERVALUED,67.57610089776871,41.67587413799937,28.3357413329304,BUY,BUY,BUY
TRANS ASIA CORPORATION LTD,2.46,4.72,-0.4448462929475588,-0.4438336347197106,0.0,30.0,15.0,45.0,90.3307802830939,56.39937289472805,38.931163495847464,UNDERVALUED,UNDERVALUED,UNDERVALUED,111.88791222129063,68.91409743394311,46.78006742251014,BUY,BUY,BUY
TRANS FINANCIAL RESOURCES LTD,24.54,21.0,8.29054054054054,6.716216216216217,16.0,15.0,6.0,37.0,-1846.8915785322733,-1153.0429943997597,-795.8431818479439,OVERVALUED,OVERVALUED,OVERVALUED,-514.220211317823,-316.71004960014267,-214.98075540889863,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRANS FREIGHT CONTAINERS LTD,6.28,8.62,0.6388606307222788,0.6401424211597151,7.0,24.0,6.0,37.0,194.6672355803056,121.84502490829985,84.35546220468643,UNDERVALUED,UNDERVALUED,UNDERVALUED,131.6724191390326,81.17134379976113,55.160334009255536,BUY,BUY,BUY
TRANSCHEM LTD,31.03,25.35,1.3193027210884356,1.3149234693877556,6.0,27.0,21.0,54.0,-30.022506201412785,-16.231759430722306,-9.132152579756394,OVERVALUED,OVERVALUED,OVERVALUED,-7.939207724711977,-4.687182892563652,-3.012199752507656,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRANSCORP INTERNATIONAL LTD,28.7,9.03,-6.537585421412301,-6.541093394077448,17.0,25.0,18.0,60.0,-225.69936294124685,-140.38200216049984,-96.45981801941623,OVERVALUED,OVERVALUED,OVERVALUED,-146.73619218305748,-90.25632131968642,-61.16588187608884,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRANSGENE BIOTEK LTD,34.25,4.52,-3.2250470809792846,-3.226139359698682,5.0,23.0,15.0,43.0,1.3204248506716967,0.8253658725640731,0.5705048290653321,OVERVALUED,OVERVALUED,OVERVALUED,1.705781772572971,1.0510513229926874,0.7138268179744434,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRANSGLOBE FOODS LTD,2.32,160.05,8.923076923076922,121.06346153846154,8.0,22.5,9.0,39.5,151.75329479620748,96.29838608731194,67.74967466973209,OVERVALUED,OVERVALUED,OVERVALUED,5.444244985587285,3.373014884159483,2.3062101461476288,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRANSPACT ENTERPRISES LTD,6.57,170.0,,,0.0,20.0,0.0,20.0,-2103.7808839890877,-1313.3945009267572,-906.4961165676523,OVERVALUED,OVERVALUED,OVERVALUED,-72.35839237890028,-44.56544782153729,-30.2504545638318,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRANSPEK INDUSTRY LTD,751.23,1344.95,20.547866520787743,20.600984682713353,22.0,17.5,24.0,63.5,6208.229839545807,3876.3300470939716,2675.845982123491,UNDERVALUED,UNDERVALUED,UNDERVALUED,26.98579738555894,16.62131119027295,11.282994132903285,BUY,BUY,BUY
TRANSPORT CORPORATION OF INDIA LTD,2183.08,283.15,19.286862797066878,19.18685837971552,27.0,23.0,15.0,65.0,866.303922250791,541.2896296984201,373.96919836610556,UNDERVALUED,UNDERVALUED,UNDERVALUED,17.872772035242622,11.011100472154013,7.4769379814012655,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRANSWARRANTY FINANCE LTD,6.24,2.55,-1.3744493392070485,-1.376101321585903,15.0,25.0,15.0,55.0,0.9438822373360574,0.6153878967034949,0.44627590371011605,OVERVALUED,OVERVALUED,OVERVALUED,2.05939877669272,1.2893260466746874,0.8926935158754059,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRANSWIND INFRASTRUCTURES LTD,4.38,6.55,87.59999999999998,87.77,22.0,30.0,9.0,61.0,40.994796835502015,25.768235632389462,17.929457933706715,UNDERVALUED,UNDERVALUED,UNDERVALUED,36.32150973587328,22.425037457191774,15.26754082833903,BUY,BUY,BUY
TRANWAY TECHNOLOGIES LTD,7.42,7.0,,,7.0,15.5,6.0,28.5,-312.73960412557506,-195.19623518002848,-134.68379728761445,OVERVALUED,OVERVALUED,OVERVALUED,-261.2992583311573,-160.91996662314688,-109.21875586990392,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRC FINANCIAL SERVICES LTD,4.2,8.4,10.24390243902439,10.24390243902439,10.0,30.0,15.0,55.0,-17.11788285796695,-10.687123060171881,-7.376507103219166,OVERVALUED,OVERVALUED,OVERVALUED,-11.914903206249999,-7.338470982142857,-4.981340513392856,DO NOT BUY,DO NOT BUY,DO NOT BUY
TREE HOUSE EDUCATION & ACCESSORIES LTD,34.48,8.15,-1.007892429114294,-1.0077316574101143,16.0,30.0,9.0,55.0,622.2808015206418,388.5125959529914,268.16651307708923,UNDERVALUED,UNDERVALUED,UNDERVALUED,446.41611679217107,274.95254461372537,186.63876862606037,BUY,BUY,BUY
TREJHARA SOLUTIONS LTD,40.35,34.15,16.53688524590164,11.010109289617485,6.0,19.5,3.0,28.5,-92.86916742909331,-57.94557299230681,-39.966576318194875,OVERVALUED,OVERVALUED,OVERVALUED,-15.91061419620508,-9.797362724597273,-6.648680388398387,DO NOT BUY,DO NOT BUY,DO NOT BUY
TREKKINGTOES.COM LTD,1.89,11.8,,,3.0,15.0,0.0,18.0,-467.5093664246264,-291.85435342929804,-201.4254916421638,OVERVALUED,OVERVALUED,OVERVALUED,-231.6680914442791,-142.68190930886243,-96.84881686094575,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRENT LTD,26759.32,752.75,-524.5896882964123,-513.1961543488204,26.0,30.0,9.0,65.0,-276.9432251244374,-172.54899138426313,-118.80585264153294,OVERVALUED,OVERVALUED,OVERVALUED,-2.1559058037460184,-1.326876695145374,-0.8998781784691048,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRESCON LTD,402.3,55.5,99.08866995073892,63.97536945812808,7.0,19.5,0.0,26.5,-0.8092123917462952,-0.4025943147977192,-0.19326348356484654,OVERVALUED,OVERVALUED,OVERVALUED,-0.10418189744981987,-0.06038556619748949,-0.037827892062049506,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRF LTD,107.91,98.1,-1.1570877117735363,-1.1570877117735363,5.0,12.0,15.0,32.0,-3868.528011009179,-2411.8634810540843,-1661.9588059564626,OVERVALUED,OVERVALUED,OVERVALUED,-230.916897513495,-142.1533663759151,-96.43495222436518,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRICOM FRUIT PRODUCTS LTD,7.75,4.06,-3.6904761904761907,-3.692666666666666,2.0,12.0,18.0,32.0,75.10856927458313,46.89412927141848,32.36906874544631,UNDERVALUED,UNDERVALUED,UNDERVALUED,108.1591536206045,66.61695917338689,45.22029743447566,BUY,BUY,BUY
TRIDENT TEXOFAB LTD,26.28,26.1,375.4285714285715,357.94285714285724,20.0,13.0,12.0,45.0,-339.2646557934059,-211.7964988996113,-146.17468631680572,OVERVALUED,OVERVALUED,OVERVALUED,-76.0066028359137,-46.8118211627188,-31.77479973631325,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRIDENT TOOLS LTD,3.65,2.6,-0.6952380952380952,-0.6933333333333332,11.0,9.0,9.0,29.0,4.0680817744944715,2.5411433750180037,1.7550610473397266,UNDERVALUED,OVERVALUED,OVERVALUED,9.142939445890493,5.632251712328819,3.8240420376712656,DO NOT BUY,DO NOT BUY,DO NOT BUY
TRIDENT LTD,7771.33,15.25,25.096331460311312,25.09655751469354,17.0,16.0,18.0,51.0,126.00799131684312,78.79429301015021,54.48823464135811,UNDERVALUED,UNDERVALUED,UNDERVALUED,48.227725017414265,29.720461454454206,20.188137429716605,BUY,BUY,BUY
TRIDEV INFRAESTATES LTD,0.72,1.1,-35.99999999999999,-35.75000000000001,10.0,30.0,15.0,55.0,-7.620121412404255,-4.754562937692333,-3.2793463365039113,OVERVALUED,OVERVALUED,OVERVALUED,-40.52987896571181,-24.957297092013903,-16.93650591362847,DO NOT BUY,DO NOT BUY,DO NOT BUY
